"ExitIP","ServicesDown","City","ExitCountry","EntryCountry","Status","ServerID","Name","Features"
"2.58.241.67","False","Taichung City","TW",,"Active","jYWhyU5mQhNi3cRWLFvScWFw3I_W2js4o5G4iuNVOJbrJZNISPdDKlRbj2EeF1fSQjChssz_rIjVCYL9QY-R7g==","TW#13","4"
"2.58.241.68","False","Taichung City","TW",,"Active","4MGVgEGKbN8c0z1HAjp6Hp4daqFx5929JOYxhnYAVqX5IncD5VvKI0KOlSsRTM0fqK-cc8YWDuMPCS9J_Dqm0w==","TW#14","4"
"2.58.241.69","False","Taichung City","TW",,"Active","hzd0UY78Q0qK4s1RFoinBUaEjoDKuaO59AX4kl5gp_YdbKboZg954faylxNmUoMuT8dnitTMcOAuuWVicI-EJw==","TW#15","4"
"2.58.241.70","False",,"TW",,"Active","VcNIGvBXhptnetpLI3CjisfoAROGKjdzvMU8rWlr1ymbRvSWcp2O7PYje-lYXmMZme5Zolx7l1HiFPM6BBN8Ig==","CH-TW#1","1"
"2.58.241.70","False","Taichung City","TW",,"Active","4C8xnqU96zSY33wN-8J57A4dX24uFoNt9G0f6IeC5oHeCMMFaZyH0o_Amgfje0fDo81NLDW2HONxn6OeaWwZtg==","TW#16","4"
"2.58.241.71","False","Taichung City","TW",,"Active","azqs1zzsRc9ULrntKtk4YSlhI0lbTsyT0P8Pr3YFtzXKLFJu_FFSTd_MAt2i8dGy-ukQu2owadEGxBAbvJp4_g==","TW#17","4"
"2.58.241.72","False","Taichung City","TW",,"Active","1ScVzFMEqt6FxJw4_T93rrFHQL6OXM0Y8i1R454s0uELCOKfF9Eivzx41HKwBjI11FmIoUYfJTboTwI0rJM0uA==","TW#18","4"
"2.58.241.73","False","Taichung City","TW",,"Active","n6b2Bj3PGk7l0tJfiZVf2JyZxhf4Py8fJixvqU85PDTfugsx0MqJJeDqwAXTL7Lfl_OPjr3K1FisynqfmzvR6A==","TW#19","4"
"2.58.241.74","False","Taichung City","TW",,"Active","awjuuuOBBfogi1_m5uvq5AM1_BriMNuDwYinVs9hEiYF9UTWXixT20kBEB_zlceO-jmNZO-h6MKzorivPzjUnA==","TW#20","4"
"5.157.13.3","False","Dublin","IE",,"Active","9fq-zEUHjNgU98VwTOyRMpeDxpQE7V_HDaOkATQ-HcXn2D_V-mrquxuxKZjRb3RgT4VdwFNbd0XzB5ajZiZY3w==","IE#1","0"
"5.157.13.4","False",,"IE",,"Active","K04qnaRsPCTFEZfvWpymSm4mAzafm-rNVNlou2xPd09lnlfbrOIYHCY2hOmOJteDd094AgwQ067sw6Oo8faHEw==","IS-IE#1","1"
"5.157.13.4","False",,"IE",,"Active","DmW_A0tL2e6L61Dlh-rQv7vt1HrY32BCloVtnFxFwQpH57kNPRLfWw8FBvEECQQ-ODuy7eoV5txeqxOLJkbR4A==","IS-IE#1","1"
"5.157.13.4","False","Dublin","IE",,"Active","hxyei-DAnxj_v5DUJQB8qalQU5ou8Y1I7L7Xmon4B26FlRhAjBv-4uPvIEIMOfYc6uwrN_DxEJtEkWj4s8js-Q==","IE#2","0"
"5.157.13.5","False","Dublin","IE",,"Active","4L94yIPG3Jpv8Ik_ghGe4ug9m-XoMcLtDoCZihibc5Q1XQANxfHHQzKa4xd05IDwD2YcmUS3xhvS_ADZlliqwQ==","IE#3","0"
"5.157.13.6","False","Dublin","IE",,"Active","BTqKNAtKZ3CQTF2bm-3CHtV6mL26NabKzlBKFjgWW9ey8QzG-IEushxW-tWDEphAV5gAZN1is0GEpd2JI5beeA==","IE#4","0"
"5.181.157.8","False",,"MD",,"Active","nW5G9vHwBssKEo4QXQPlDIqX9P2L5FRYAyjBZmicxGK7t3WZqmdhjRZMdS3z1xOPV8ustazq0KmWKXzdBDOHDg==","CH-MD#1","1"
"5.181.157.8","False","Chisinau","MD",,"Active","jOZy0_ZiisY5T0hhaUYRaorye4UlSlNrQ4V8wemid1AracFo39vOzO4qRjrmRI-YOmOD32NQacbp9023WrRjwQ==","MD#09","16"
"5.181.157.9","False","Chisinau","MD",,"Active","DzvrcBkCvTYqU8Ge-DoDkr4SYqylmExfwCPdIYfmHHVmuPwlr1OXR-mTvAYTh9HhTM1xB1YxZWultyTE5NAqTg==","MD#10","16"
"5.181.157.10","False","Chisinau","MD",,"Active","HcVDPnpWEieJyX4JhpCUhhjE-5xFbcLA6zWAOtGla7jp8p55j-cLH9KGoeTMcE2jPhzhzmB8VVYvCV5bCZCtAw==","MD#11","16"
"5.181.157.11","False","Chisinau","MD",,"Active","R-TtJ_crUXX4CWf2DBPJY79FDn13NoxgHYxaGVr_tg6ob0XuBApEeb9o6GR04fHIFvtQmu3MpnSuyZSYe2yMlQ==","MD#12","16"
"5.181.157.12","False","Chisinau","MD",,"Active","3UyAEWtLlQ-O2NauN5RzNcit0YTOxzDgyhXhsRrzBXjEE7F5fbLffmg41QOCnfouWLhs548nkILH3Qhns2r18Q==","MD#13","16"
"5.181.157.13","False","Chisinau","MD",,"Active","h8mNeMNxJJUqDpA-KXIH5NKj86Aaz50w4y-UvcDwaQJ8EFFyJ9jHvqjGAJFgQ57DkRODzmBOUx6n6Iw7l9pJGw==","MD#14","16"
"5.181.157.112","False","Chisinau","MD",,"Active","BrX_I7a4bKgz0ld-m41l8HiQja6ZS8SqklySFsdQbwpq3pMW3_-PxXzsbmC2QveTEMVzMDetIP_ywfGOWlp0Mw==","MD#15","16"
"5.181.157.113","False","Chisinau","MD",,"Active","RCK9rpg2VK4eSuKNoQQwgxOa9jtMuEEK6Edc-3ZtF1ub3VEMeB6V3us4oBsfATzSobRDxMASxX1zrep3iWRjCw==","MD#16","16"
"5.253.204.163","False","Luxembourg","LU",,"Active","dqwouwGWbzqt5EAshmj_QovuYUgZwz1x4Dzk_HpTKhCjSYdWYh93PuGG4QypgkhfgVd40Lclw_yUi2aFsSLaZg==","LU#17","28"
"5.253.204.163","False",,"LU",,"Active","jcWCkgzrs5eLkBmRlLpWcJTNOrX-6gHcpoD9RoSJeiomi3xbX6s1dl7khSQyyAWrTX3jJZWV52vNXJd6RYO-MQ==","CH-LU#1","1"
"5.253.204.164","False","Luxembourg","LU",,"Active","7L5WsTenSv4tBbTKhkXQuqj3KQkRcL3K59UFVVEzohB5fSuWVgLZFMju1NoZvMJzhv7Sga2M2L4eSyFU-FuBNQ==","LU#18","28"
"5.253.204.165","False","Luxembourg","LU",,"Active","m3St6weS28fZ7PBFMxiqA-0RPHi7MWWNtOWZt68zP4CouCF5M_UsSwHF9tURY0mxpjO2bMOhrtQD3ImFh5ksXQ==","LU#19","28"
"5.253.204.166","False","Luxembourg","LU",,"Active","nZOGIx7npK0mawTAdFQAZt9im5m7EskAM2Aj5wXZ1DYzARaQ3Hc3I52WfXdyVF6nMbpP3AeM7P4QzQVP70D0DA==","LU#20","28"
"5.253.204.167","False","Luxembourg","LU",,"Active","mousT4qMJ8UoCodnGfc21-GUlpbXd8Tw0m76COYtOGl2xd8Tbe9S9cmXjjBGJtbFX1-rNZAklmtTGmc4qltuwQ==","LU#21","28"
"5.253.204.168","False","Luxembourg","LU",,"Active","tqLAAF33L_0bnErvzLULeimUE62lxYqpH4sBEdxx1_xQ-BzzJY1Eb80w6HsmP2mzsFeH4uWKwMi9KkICVih0rg==","LU#22","28"
"5.253.204.169","False","Luxembourg","LU",,"Active","RpeyMNpcB9Oo2LFSodJ0Umd-Mac1eLzvqEzs3kwgl-tAaJHuHLRTP4BEP1A_dPcJv9GDGmwEeJwP-x9JZskxRQ==","LU#23","28"
"5.253.204.170","False","Luxembourg","LU",,"Active","QOuktSZE-WPf29EkftG4ASDYVqlnYYcGzaChjSeHekJ9k_7WPkNdkY0jYxRw8Xr7Hfj6ouJpj4aHAMYKcMisqA==","LU#24","28"
"5.253.204.171","False","Luxembourg","LU",,"Active","0cDcKm0GLdcAb15Y0pLvbkrulOTLbzRb2Tr1cxJcbpXsn-0V9At3rYg_y-MqVPUVX5p_QYfdxTImBiIrzf4vNQ==","LU#25","28"
"5.253.204.172","False","Luxembourg","LU",,"Active","5vcmkVomDCc_SpjIPJULZ9ZhHgzwNb98fTQkrEZEuMD5dkcxXOVReymJpH75xpV_fJFSw5fnlIpYy1bDqhTlog==","LU#26","28"
"5.253.204.173","False","Luxembourg","LU",,"Active","q4tlZRySqMAZVW4o4tyVIJ-cNkLweYf5IrAwcim8ZDuR1BArXDOFfFfI11ZKrZrOyUfuAzjHHODt-RtF79AeXQ==","LU#27","28"
"5.253.204.174","False","Luxembourg","LU",,"Active","qxGvROn_CfHtCzDwjbnniJWwF9Poq_o6FU8HXuU__NBE7BP45HoLF7X-0WBkSTcFxdBAZTsJ4V3bO5IjovfVxg==","LU#28","28"
"5.253.204.175","False","Luxembourg","LU",,"Active","cvDPWKiL1YmX5awMZuH_-jQd_tkLZVtE9wxX-88j7I1CZLrsKMPPydAflNracgQeJs9bjdUDehCCq20cR94OEQ==","LU#29","28"
"5.253.204.176","False","Luxembourg","LU",,"Active","9aGejFLrNygkW7JcRsqKZfQPDRw-C0XHmwFMNUDubtAsRVwMstOBDzBTIxZpa2pamlhrLwGmKLt96Xdhv7pk-w==","LU#30","28"
"5.253.204.177","False","Luxembourg","LU",,"Active","-bm3dZ7rNO45Shb-KlfdUz67Julqyg6-pk1Sar-EWHsJyQBIgMwd-QGl7l-4zHMXguFn6cvCu4hZ0ngw7oCGFg==","LU#31","28"
"5.253.204.178","False","Luxembourg","LU",,"Active","hkOTwBq_zIvlBV9KHltLCdCJmL8JqSHG81om2VhWLNOLRdcjRFhxk5Pzp3_RBaUbslugWt8qqTEwdFrtd451Eg==","LU#32","28"
"5.253.204.179","False","Luxembourg","LU",,"Active","abcqBLqYPxHBiTgGRIG8ZigXdRWBwEZ7swBlHHM455z96JQz0us8Ukv8rrzdn8CdJtNhlWsRplx_i6eKxrtknQ==","LU#33","28"
"5.253.204.180","False","Luxembourg","LU",,"Active","lTTY-LA0w4in_WPKhbtDS4pj_Ca-cAlvQ1w7hU4otF0sto9HrYgWf6Ctt-YGtdfAQqTmM72acIYBoxk02JN3Qg==","LU#34","28"
"5.253.204.181","False","Luxembourg","LU",,"Active","ZkYA5RlYm_x5ROnWrLDK1szojjeHpgvShe6_5H8dyqi8TOHmv0bR8VTarm0o5MwP2swhnUKYmAQbLcnt3-_G4g==","LU#35","28"
"5.253.204.182","False","Luxembourg","LU",,"Active","8CbbeceF1p6EUDflRb6ikQ7CzoOs5uflKQOgDhs5bMdwhtmDNbSNpwJ5FpvD41ac1YSaCOkdOEZ2kv6TBzetUQ==","LU#36","28"
"5.253.204.183","False","Luxembourg","LU",,"Active","uBl3syQzISVj1AC23YaF8RL_BICpmClXrA-rbtnKZfapnxMmsK2lvP6Z17QT-w15V57vK7kxU00I-EmzKufNYA==","LU#37","28"
"5.253.204.184","False","Luxembourg","LU",,"Active","ftpEtJZMy7PJAEyQ3aWVtXyrWrJXX_qhWKkDSH2dTsNM3RlT9FS9hM_Ju8hzSjXwio_bptV4I6h-EInASUIOpg==","LU#38","28"
"5.253.204.185","False","Luxembourg","LU",,"Active","KQ3XDhTVxUG9ggzCScln2fNlt0wAVtCfM1fY1bzmSgjZiHQldDxNrn5MzRXXDl1F4LCF7BO5PteV80UkZius7A==","LU#39","28"
"5.253.204.186","False","Luxembourg","LU",,"Active","PKi8sOk351RSax_a5cvSRefntIACVyeYL4moH_Eua9kssWMDljcR9tRmBjh4NUzac8dNh_EjXZRNNeDisYiPjg==","LU#40","28"
"5.253.204.187","False","Luxembourg","LU",,"Active","u1MWQmuyrAgukbZZK86Ffxd-C7hv79E_CdpASwX7zbG_bwufSGDXz6qxT0flq57gdXD7aQ9-D1CTKTOs058gKg==","LU#41","28"
"5.253.204.188","False","Luxembourg","LU",,"Active","UC_8Lp_iSJQDi8CnZTHY7ZnzhlvAsjhvVa2gjd4qIYIdttHOi71JuOG2PJjnkef5ogUzYVlfcs2I0NGF2kQmSw==","LU#42","28"
"5.253.204.189","False","Luxembourg","LU",,"Active","fJbTzIE6Gf5dKF19btkdk64BC6ITPwG2YaJA3i9mu8RWH_F4IdZYAewCD5Gdp05j9VzAY9eT3JMjC9LCHY52QQ==","LU#43","28"
"5.253.204.190","False","Luxembourg","LU",,"Active","rcWPBW-5elQ0mnYLIpYmNLkf_H0ux65KcOu4WpI2KSVYFO8clZv6uspnSU3uyzxmZHgny2w2AhwXgx6I0pUZaQ==","LU#44","28"
"5.253.204.195","False","Luxembourg","LU",,"Active","I4zYVe0SAKEQpJpZ-X_s_b28gtGpafu64OHgXFIpwp1R7H3Z2nPM6PwXvKuNplGIqLgQciM2bxW4t_CHPUzryw==","LU#1","28"
"5.253.204.196","False","Luxembourg","LU",,"Active","hsXZHJdoMpPDxPgrqJGPZYxIa9eDDrePlwuDPudw8EK8DFo3Z-dFcjKHts1g3rZG-J7TCaFtUaEeXZi63fPQJQ==","LU#2","28"
"5.253.204.197","False","Luxembourg","LU",,"Active","DwkU8e3qqMzfC5TVx3N4rShlYjEFhzkZaR8KajqiKJRagNc3Z7CiOQqQglbar42ujOhL73EXJHkBF6-HMXI3Yg==","LU#3","28"
"5.253.204.198","False","Luxembourg","LU",,"Active","SpuQthJ027vGmhBGtrTDGFjf6g3Y_0GlurMUKU5batG1gJlmifxv0-UKbIu_UgrZw9YCDgUvxIMWppIah1aWlQ==","LU#4","28"
"5.253.204.199","False","Luxembourg","LU",,"Active","D53PSJj3GWXhgRRcCvuqEX8xpeBhTatViCPXMmX4hW5UjDBHJV9rCII2lw2ab5NqGfSMjvlRKLWHiuP0kMIgag==","LU#5","28"
"5.253.204.200","False","Luxembourg","LU",,"Active","rilwQFWteNt94sH_05ha9mI3xoSKefsEB4ywWZNWMFCYQBPLzjZDVugOKIrfcB28MJ0wDtiSSax4J1_qUEJJKg==","LU#6","28"
"5.253.204.201","False","Luxembourg","LU",,"Active","ImfhWklJqrphv9JijUV6imbwmNERkIZiZusQuRzcraCoZq0uP7nQD18p1d12nS48DFkuaZ9m4oc2KhjLpWoYtQ==","LU#7","28"
"5.253.204.202","False","Luxembourg","LU",,"Active","GVlpJQVdetJR_2oh_egcP1inFkBZtG53st4EYWWW4iKQ3A37fpzxvpk4KxsQs1DCft9HA1Ne50Tm_ZYBF4ladw==","LU#8","28"
"5.253.204.203","False","Luxembourg","LU",,"Active","GWrzSZLoSyW2YkRdEsYFOI0J_zndo-N8QR_1w0vYdu-O2iMZ1zf3Fc-E4h5-SOa4NTUmkxDUPqc6m8OH1LFl4w==","LU#9","28"
"5.253.204.204","False","Luxembourg","LU",,"Active","ahwgZXtTWzZuDMTFzywAIQbBWe-dCuZP3ErhPikZZXr-EZjUE3Mx3G0vdk7-L7Qw7OZVe0ARw-UAHOFnVw1RhA==","LU#10","28"
"5.253.204.205","False","Luxembourg","LU",,"Active","uh4ArYgluFdYnssa3n4_mSF7zp9khNEbco9KfLEN4fUWVarByjpfdmOsdrA71_8cKMv9dBQ81uEIi1OWRT0LNQ==","LU#11","28"
"5.253.204.206","False","Luxembourg","LU",,"Active","fxvLyoxWo87u7Qqng6IzH7LqX0WeyHq_Thor_iTwYE7zWJDR4cCusDwFR7QzPXjisqgbgiLsS85bSKNx8Ma6Sw==","LU#12","28"
"31.13.189.227","False","New York","US",,"Active","0wBeJVhHvSYBKgG6r8HTlZ-r8QDQ2fVpXW1vnhWFVkkMX8lwwd0rGiizs1NdYxVuoMumB6qBrMBiNfZ-WL8PuQ==","US-NY#550","28"
"31.13.189.227","False",,"US",,"Active","5bHIAmlrFqs65c6rQAT4FNZpUR-u2mLrpK5K426xVuo4AZAZHlchCNzHlzw5nHdQII0PWkBzTgWXDzYEVpn7Dw==","CH-US#1","1"
"31.13.189.228","False","New York","US",,"Active","W3dMmRWz-uDtEGHJ8mSKSBFb3rkODUlObGpfw_2LFzPj9ew8MG_o5CD4V2oDrlnK7hNEju7GCNxTNlA46ULuwA==","US-NY#551","28"
"31.13.189.229","False","New York","US",,"Active","975J8LMDAXeydG5Vhl1lk2UMy1-nNSSu2R8ISb9TYvoaypymLyp16IOU1J27Yc4baMuJvzAbEKiWL9n7w8QL4w==","US-NY#552","28"
"31.13.189.230","False","New York","US",,"Active","xuYet37gEv2AQzuBcagr22zbWANAjEW8JpJrp_1xlqV_6D3iW7VmbkyKfyWdc9C8epxiUZVFIz2FyWnCzmdjkA==","US-NY#553","28"
"31.13.189.231","False","New York","US",,"Active","n8rnQHhPFWheOLhDWLlAQuFjZwhUv3uRmKQ9PerPldw1NRlmNffJzZC_9HT94b6CN3mULlAu-IDdv7g86zQ9vg==","US-NY#554","28"
"31.13.189.232","False","New York","US",,"Active","Owq-UE1u1Wq9BAsP2IijLrhNQLVY0x3gJnqyt1A6UXuZfFMU14RsRY5AvNFo5SOrr5A6B633em0uzdamZLO-OA==","US-NY#555","28"
"31.13.189.233","False","New York","US",,"Active","h68P3MWps4hye-p1N6HKlhjAFmMWesc-amAiE_7Vb1tS1LOWooi2or-GjjdzS3V0dNn2Lk-XHHO1qp_bNAl2_Q==","US-NY#556","28"
"31.13.189.234","False","New York","US",,"Active","hpEW0hcIgK76b1qwTJI_s0-Kf3OmRVFx9R1hZma5Uz7YYQBQ7NmGZQi8sl28MkSmuipoxPqpJ6eLTWBxBosgaQ==","US-NY#557","28"
"31.13.189.235","False","New York","US",,"Active","7yvz_C6Wrc3fIgDTvIZUZ4AG7eVpk2DxU4kYru2qmZA1SrozjorVtTRUG6ugzDRt7nMCgogjWIpMKuuoqTzGWA==","US-NY#558","28"
"31.13.189.236","False","New York","US",,"Active","BsG36h27MNiFzoj5XNDkn5LvrDsPtTIP6D07SWE0hiWUgWFacRKt56ISwv6bvkkKVZr7WtXGICSg5RTburUHOw==","US-NY#559","28"
"31.13.189.237","False","New York","US",,"Active","ei6A3LdPNPCXCZhQahyWJOX46NtT8MbgUCEAoJhjY2X-R3L7SfxcOJmIDLxs99VEraW3Al8KflStl2ZdTV-AJg==","US-NY#560","28"
"31.13.189.238","False","New York","US",,"Active","gJVNciVcqh8iZpsA8988rDVlJgMk2FCl_gOBhp4xF0kaKCyUhmOPL-wogWGx1ta3VIhSXtT7nKAhpBg6A3mHlA==","US-NY#561","28"
"31.13.189.243","False",,"US",,"Active","IBOR_I0tPSP0xlsNGVKQAhqME9Qd4ELMDLsGuG4PedB8fwL85evMUi-WVADy3p6hU4mIhumEMYxdvcPbIclMuQ==","CH-US#1","1"
"31.13.189.243","False","New York","US",,"Active","MpywM3eN3Jit7Lggkrj_rNl4bG62MnNMAhMLzYc5MxMQatAjOb3iNUMt3CR2Asw6nU7trm7fc3fu-YbY8EygTg==","US-NY#631","28"
"31.13.189.244","False","New York","US",,"Active","pNIw-gMmo3brmWw2qHKYuMrUoC18yxnnZtIft1owepdNW_Hq_F9rq8ZirQ8-sK9rK1BY51pTnZ3Q3ix1Z_RwDQ==","US-NY#632","28"
"31.13.189.245","False","New York","US",,"Active","Ou1c5rZQtibXBbqBWNil70cg6QA0ANvTZxTQ7O2YXrh1FoGFH65EQF6R3VA2R0p6Qve1-VPUbD5FpvWJ04Q9JQ==","US-NY#633","28"
"31.13.189.246","False","New York","US",,"Active","_d9e6lmo5Lp-XvnZPLNVWKSreboxiquWraZbwP4qbklRcEjYir8Js1ALgr-OtZ0nRHEHdqwmwmnggXCuq1i9Dw==","US-NY#634","28"
"31.13.189.247","False","New York","US",,"Active","MJDgEpMlrSy-PkIf0Osp9yIsVA0P8kFmiqgqIFVVid2bYoPUFBB_jk6NGzP1KLgi863uX4X-_5GF23JmNnpKIA==","US-NY#635","28"
"31.13.189.248","False","New York","US",,"Active","5haQMINOje350VF4z2phzzZLWrB-XBKg99acgo-Iwh6bl1J7gGKPrhzRqSS6X5u7bSiX2nylZMnL_8OKsOImTQ==","US-NY#636","28"
"31.13.189.249","False","New York","US",,"Active","SZqhShkhloXRucJrROf_xESAU8TsAH0ftTeCE16d8CzVmGsk2DvliXC2QyN7-kmENbv2WBbb7vov1APUzyDUkg==","US-NY#637","28"
"31.13.189.250","False","New York","US",,"Active","4tQHFO27BjzsLw_VyqiGSGGFk9WXsUFWA03YTPEsRA_gqg6eearYBVFahMsMdDREfcJn2hBpGE5xmU4kz-8I4A==","US-NY#638","28"
"31.13.189.251","False","New York","US",,"Active","fllkEMktYY_zRg8GcRxp0icA4kl3UCyAsVzbVmsqP9BMGpPPWbg2u2gIzGQqIHPwGbeXLsVPefow6OZKB61T1g==","US-NY#639","28"
"31.13.189.252","False","New York","US",,"Active","tAlmVFyZHIN4RYl7175_e80mnRC48ephl0eeIR8Dg-Ihv-FDMoRskWc_s9nuGZRRT385IPob8_-qbmJqn0C31Q==","US-NY#640","28"
"31.13.189.253","False","New York","US",,"Active","Ce-3fjKU-Y6LO5kM4M_us9uv_i9WVBuPd-NzQtSNfP48Zyu6uREGDczuepiAn97WhrQCRbSU8Xg5m8iygYDbhA==","US-NY#641","28"
"31.13.189.254","False","New York","US",,"Active","N1u7RoV7XuAa4mIiwgVSPKBkPZ0sOJ-G6189M5kIHLYxDrL02NMffvEN1j0or9_pDWHtCrQdUOKFVKdQIXj8PA==","US-NY#642","28"
"31.13.191.67","False","Stockholm","SE",,"Active","v7gifa28NfFPeHwKYToiyY4ddNLVIr6dTmXLUjI03eeI_9-zpJGN0ex9cxAEyx6IDP-mewGqhyhGaPVq3yjc7Q==","SE#118","28"
"31.13.191.68","False","Stockholm","SE",,"Active","FcI0I9P_OSUe23kWv9dK8OcAXyYwRs9sXpcV6fFdqd5t9YOw9Pa2Q6IUg5xy0QIw0dim8HEgsZsb8fq1H0aqUA==","SE#119","28"
"31.13.191.69","False","Stockholm","SE",,"Active","mGeM7AC0JVjeX4Pi0rwJwUhVTK3zNkH4VJvAsACrYOJ-JN6X3HbqUbvSs2eIkR0bUQy18U5a_AGOXATa9IDIoQ==","SE#120","28"
"31.13.191.70","False","Stockholm","SE",,"Active","K9evHNTbdT4WBrSUoVG1NRuTz4qP2XPRoUw42lnebiZbkM5CFYcC64hpJR0mlqJJE77xu2Rud3UZds_8OzD8Xw==","SE#121","28"
"31.13.191.71","False","Stockholm","SE",,"Active","u0bkDGsFMUD-CN5GdyQeWZx0wGw7Xf6feGz42P6ga3MB4gsi5Abc65JK_RO-wN9aoBQZ-zwEtx43K2RxfNBmbA==","SE#122","28"
"31.13.191.72","False","Stockholm","SE",,"Active","fm-BoY5nqB0WofuO_vQ-He0BywOSE-WDW92TK2k_h_2DjTtigIaaNzyDAqs0VLRzSYI9dpz3sXfxzSLk_72jBg==","SE#123","28"
"31.13.191.73","False","Stockholm","SE",,"Active","ECu7_97Q50OhWvt9MSbQ7DSABbC2i8ISd36ZGlQsoonpoM3at2MPZzT6qpsBericcTBz2QXtskvaa5_Oa8WADA==","SE#124","28"
"31.13.191.74","False","Stockholm","SE",,"Active","axvTu_9ugEJm-4yp2Oou8BqyaiIk8pNId0X1BtJgBSX4SgrNvILjQ_FarWTDLVYyhv-wp9hCHsaqwPVEJyObUA==","SE#125","28"
"31.13.191.75","False","Stockholm","SE",,"Active","KcRNzaB4KW7OBWA0AvcS1z6qbRrRVM7O72ZJl3pahw_KOu-dtSTqi-njKpKI02UOojUnaWx6pKXLcrZtw9s6Og==","SE#126","28"
"31.13.191.76","False","Stockholm","SE",,"Active","4twiz_LP4mn5gLmkVahmZSvE3XHcIfxcMrywOAHNEWQoYA0qVJsXZWfZXqNCN-zTUgzKOtUhNJgUqfMf-zX2Qw==","SE#127","28"
"31.13.191.77","False","Stockholm","SE",,"Active","G6czmKRAQEFGV9y_YveaWbT6EnRnUFYMNXzOtM5ksl3yo0KF-kPlg0LXbVztcqPxoDjDMIFLaDLa-AH8VWg2ow==","SE#128","28"
"31.13.191.78","False","Stockholm","SE",,"Active","QAv7V3SbQBysbiORGTDXj0FH-47Cz6FbsNNI4-La0QPW8E35ph6pIjqP2A3GzbnwOpZUK-Uyy8BcCWygoFds2g==","SE#129","28"
"31.13.191.79","False","Stockholm","SE",,"Active","yXtd07VzmCQZTdABEpHq-6vZtAsBTAMq5H_i7fGxgZx33nRQEcPjlxuiopUoLZZlWyV-no9UrKrr15qWVGOlOQ==","SE#130","28"
"31.13.191.80","False","Stockholm","SE",,"Active","6xDGuXCAdIG2s57mH4KKjelVcV9mD81yzDlmKKu55ifGHUFIcGaTEULn8gsoq5-PlBESygrMS1gb0LnCH77seA==","SE#131","28"
"31.13.191.81","False","Stockholm","SE",,"Active","pjslp8gL7zjxnXYsqryphjYUhqQnRGLAZds1En1aObR2viyJX_pQPqY3fMANo9glbZBhxoPJWNL4KhRYi8GEbw==","SE#132","28"
"31.13.191.82","False","Stockholm","SE",,"Active","Hf_kfGtxTHMPU_70yCNDHVdawpxlRj8DmiRuvx4E0iHlPIBSoEiRP8RrEKVoR5evd2IZpfud0xr6sPdvyL8bmA==","SE#133","28"
"31.13.191.83","False","Stockholm","SE",,"Active","MiLWTjQXWoq9h3Iya_VbGjjn8k92RqAesVuP30IPeR1ZXckBFuxCd9TtQ29dxjPy1bOHsXd6c8M705B9LEcx1Q==","SE#134","28"
"31.13.191.84","False","Stockholm","SE",,"Active","t9c9I0c2OQDUZ4oZmA4fT2yjCf9TQtFCa1Vuy-QwcCXwr_w_qoMzMiS5zJh-Lm-a1-0K5YOTSzExDaaGCUPFEg==","SE#135","28"
"31.13.191.85","False","Stockholm","SE",,"Active","bNgE2WV2RWlV9Ld59tTNps4PSxBeHd8Qnz0FYQPs_QA28Fyy3BQPCRUFRJJLPaALV7FOMsbIN84-9FJXgDmyCg==","SE#136","28"
"31.13.191.86","False","Stockholm","SE",,"Active","MnFtD-2IVocxVs68i_L8Y8ZF19IA7ylVRvxR2HGGco0hI03O7lEAEpkiHsxazlM-zH5qqVRkZRL1Zu_hpyOSkg==","SE#137","28"
"31.13.191.87","False","Stockholm","SE",,"Active","xDGLcWPAFdnn3BTd7noF-1xKn52_OyilMLn_YmXJ3TutLV0Ijt_TiHYOPZqxas1bkUYUwFoW9U5lYLiKblOS-g==","SE#138","28"
"31.13.191.88","False","Stockholm","SE",,"Active","QXncYmD0uay5aES7u4maTBI0lbD9UDsmCj4QCpSjjw8iQYRLfboeaiyWrJM1-Z0MTHNR-UAMF76zFmPy-nDffw==","SE#139","28"
"31.13.191.90","False","Stockholm","SE",,"Active","d14CLuuUXrP31_ixMIXe63KYi5BF6rThtHsR1ygs4gaKVHr8BVQep8NzGsWlbBgD6b0-jOERESenDHC8V2aBgg==","SE#140","28"
"31.13.191.91","False","Stockholm","SE",,"Active","ARsngFFbEXOXgA25Vll5wUIFqRkR67BEk0klN6mK7NTNDfEv5CXn7z-cHvR4RxfI2f2Jlg8Db3PtVfLNyc4Jig==","SE#141","28"
"31.13.191.92","False","Stockholm","SE",,"Active","4K1CZxHZgIAOdBsYNIto63j9GMfmhvSjV9yiGLdDd5OgD2muqEBPhquhTNYWyoPy4HuJHteQEf2ETTCkb5ipsg==","SE#142","28"
"31.13.191.93","False","Stockholm","SE",,"Active","OudFIAJjvtIx0wCuDX0_g0weteFhYt36rBeNYPrDsZi1h6UQOGjpgYUW74XSqEm_6mT_vln1ofqEIzHvV2O_iQ==","SE#143","28"
"31.13.191.94","False","Stockholm","SE",,"Active","Y8qwigUz7QfauL8JAV_ytw1cSLL-H0sht_LE03b0sUNZyKMP_e9B1Y3Dxi6VY6q6l0oXETWxBP3p1WECzk4Cwg==","SE#144","28"
"31.13.191.99","False","Stockholm","SE",,"Active","-xIpVw2IhWXBMsSnF9_IDsU8BLjY_mJiKtliZBLJWOg6q3Lt5KhZGpfDm7M-ZyPxwOYWq4dFvMF5NkvE0de0NQ==","SE#146","28"
